Dept,Course,Term,Year,Last Name,INS1,INS2,INS3,INS4,INS5,INS6,UTSC1,UTSC2,UTSC3,Number Invited,Number of Responses,Course Code
GGRSC,Urbanization and Development GGRC10H3FLEC01,Fall,2014,Narayana Reddy,42,43,39,39,39,4,41,35,36,52,28,
GGRSC,Land Reform and Development GGRC25H3FLEC01,Fall,2014,Kepe,41,43,44,4,39,39,38,31,4,31,23,
GGRSC,Geographies of Env Governance GGRC26H3FLEC01,Fall,2014,Ekers,46,45,48,45,45,45,45,3,47,15,13,
GGRSC,Megacities  Glbl Urbanization GGRC40H3FLEC01,Fall,2014,Buckley,42,42,42,38,38,37,4,3,4,56,26,
GGRSC,Environmental Conservation GGRC44H3FLEC01,Fall,2014,Kepe,4,42,45,41,4,39,39,3,41,66,45,
GGRSC,Land Development  Struggle GGRC49H3FLEC01,Fall,2014,Mollett,44,45,45,44,45,41,43,41,36,20,8,
GGRSC,Geographies of Education GGRC50H3FLEC01,Fall,2014,Hunter,41,41,38,36,38,4,4,33,42,30,12,
GGRSC,Spaces of Multiraciality GGRD19H3FLEC01,Fall,2014,Mahtani,5,48,46,44,48,42,46,34,44,16,5,
GGRSC,Cities and Environments GGRA03H3SLEC01,Winter,2015,Sorensen,38,41,41,37,37,36,37,34,36,213,83,
GGRSC,GIS and Empirical Reasoning GGRA30H3SLEC01,Winter,2015,Miron,29,29,34,31,33,27,27,3,28,170,42,
GGRSC,Environments  Environmentals GGRB21H3SLEC01,Winter,2015,Ekers,45,45,46,45,45,44,45,3,44,102,40,
GGRSC,Fundamentals of GIS II GGRB32H3SLEC01,Winter,2015,Brauen,5,45,43,45,43,43,43,33,38,17,6,
GGRSC,Cultural Geography GGRB55H3SLEC01,Winter,2015,Han,42,42,46,38,41,4,42,35,4,52,22,
GGRSC,Urban Political Geography GGRC13H3SLEC01,Winter,2015,Buckley,45,45,48,46,46,45,43,31,47,52,22,
GGRSC,Cultural Politics of Envirnmnt GGRC24H3SLEC01,Winter,2015,Ekers,41,42,45,42,41,41,41,29,39,43,15,
GGRSC,Qualitative Geographcl Methods GGRC31H3SLEC30,Winter,2015,Arik,34,33,32,35,36,32,32,35,34,25,10,
GGRSC,Local Geogs of Globalization GGRC45H3SLEC01,Winter,2015,Tanaka,46,44,45,41,45,44,45,3,45,24,8,
GGRSC,Health and Sexuality GGRD10H3SLEC01,Winter,2015,Hunter,43,43,47,42,42,42,38,35,42,25,17,
GGRSC,Social Justice and the City GGRD14H3SLEC30,Winter,2015,Narayana Reddy,41,42,41,41,41,42,43,38,42,23,18,
GGRSC,Spaces of Multiraciality GGRD19H3SLEC01,Winter,2015,Tanaka,45,46,46,46,46,46,47,36,44,24,11,
GGRSC,Canadian Cities and Planning CITB01H3SLEC01,Winter,2015,Allahwala,42,44,47,43,43,42,44,31,45,144,43,
GGRSC,Social Planning  Commnty Devl CITB03H3SLEC30,Winter,2015,Saberi,35,35,35,35,35,32,33,33,3,80,24,
GGRSC,Economy of Cities CITB08H3SLEC01,Winter,2015,Miron,35,32,35,35,34,29,32,33,32,75,13,
GGRSC,Learning in Community Service CITC02H3SLEC01,Winter,2015,Bunce,45,46,49,46,43,42,44,36,48,21,9,
GGRSC,City Studies Workshop I CITC05H3SLEC01,Winter,2015,Ebrahim,45,45,49,44,43,42,47,36,45,24,11,
GGRSC,City Structures  City Choices CITC12H3SLEC01,Winter,2015,Taylor,4,44,43,41,42,38,4,34,38,63,17,
GGRSC,Tax  Spend Public Finance CITC15H3SLEC01,Winter,2015,Taylor,43,43,44,43,43,41,45,37,4,56,18,
GGRSC,Urban Transportation Policy CITC18H3SLEC01,Winter,2015,Farber,41,44,43,41,42,42,43,36,4,45,10,
GGRSC,City Issues and Strategies CITD01H3SLEC01,Winter,2015,Allahwala,45,47,46,47,45,44,47,37,43,23,13,
GGRSC,Geography of Global Processes GGRA02H3FLEC01,Fall,2016,Ekers,41,4,44,4,4,39,39,33,4,218,101,
GGRSC,The Great Scarborough Mashup GGRA35H3FLEC01,Fall,2016,Bunce,32,38,39,37,36,36,33,24,36,28,23,
GGRSC,Logic of Geographical Thought GGRB02H3FLEC01,Fall,2016,Narayanareddy,38,38,36,37,38,35,39,38,34,72,16,
GGRSC,Urban Geography GGRB05H3FLEC01,Fall,2016,Kovacs,39,41,37,38,4,37,4,29,4,63,27,
GGRSC,Social Geography GGRB13H3FLEC01,Fall,2016,Stephens,43,43,44,42,41,41,41,32,4,53,16,
GGRSC,Fundamentals of GIS I GGRB30H3FLEC01,Fall,2016,Brauen,41,42,42,43,41,39,39,33,37,56,18,
GGRSC,Urbanization and Development GGRC10H3FLEC01,Fall,2016,Narayanareddy,36,38,34,36,35,34,35,37,33,53,38,
GGRSC,Transportation Geography GGRC12H3FLEC01,Fall,2016,Farber,44,44,46,44,42,41,45,28,44,28,11,
GGRSC,Land Reform and Development GGRC25H3FLEC01,Fall,2016,Kepe,4,42,42,38,39,38,37,32,4,50,43,
GGRSC,Location  Spatial Development GGRC27H3FLEC01,Fall,2016,Miron,43,44,46,43,44,41,44,33,43,18,8,
GGRSC,Advanced GIS GGRC30H3FLEC30,Fall,2016,Paudel,47,47,48,46,47,46,48,29,47,15,9,
GGRSC,Local Geogs of Globalization GGRC45H3FLEC01,Fall,2016,Stephens,38,4,44,4,41,38,39,33,41,48,20,
GGRSC,MigrationTourism  Mobilities GGRC56H3FLEC30,Fall,2016,Han,48,48,47,47,47,47,48,35,45,38,17,
GGRSC,Feminist Geographies GGRD09H3FLEC01,Fall,2016,Henry,42,44,43,43,41,38,4,33,4,21,13,
GGRSC,Canadian Cities and Planning CITB01H3SLEC01,Winter,2016,Allahwala,42,44,45,42,43,42,42,31,44,119,34,
GGRSC,Social Planning  Commnty Devl CITB03H3SLEC01,Winter,2016,Bunce,4,43,44,45,45,39,4,31,43,97,24,
GGRSC,Learning in Community Service CITC02H3SLEC01,Winter,2016,Bunce,47,47,49,49,49,49,49,33,47,23,9,
GGRSC,City Studies Workshop I CITC05H3SLEC01,Winter,2016,Ebrahim,4,43,39,37,41,34,44,39,4,26,8,
GGRSC,City Structures  City Choices CITC12H3SLEC01,Winter,2016,Saunders,36,37,41,4,38,35,33,3,39,53,21,
GGRSC,Tax  Spend Public Finance CITC15H3SLEC01,Winter,2016,Kodolov,32,33,29,32,35,29,34,36,31,41,20,
GGRSC,Civic Engagement in Urban Pol CITC17H3SLEC30,Winter,2016,Ahmed,28,31,27,31,32,25,31,26,26,45,20,
GGRSC,City Issues and Strategies CITD01H3SLEC01,Winter,2016,Allahwala,43,45,48,46,45,4,47,38,41,23,13,
GGRSC,Cities and Environments GGRA03H3SLEC01,Winter,2016,Sorensen,36,39,4,35,36,34,37,35,34,226,63,
GGRSC,GIS and Empirical Reasoning GGRA30H3SLEC01,Winter,2016,Brauen,35,37,37,37,37,33,3,31,34,178,54,
GGRSC,Writing Ggrphy Good to Great GGRB03H3SLEC01,Winter,2016,Han,49,47,5,5,49,49,47,31,47,25,7,
GGRSC,Urban Geography GGRB05H3SLEC01,Winter,2016,Buckley,43,43,46,44,45,43,42,3,44,125,49,
GGRSC,Fundamentals of GIS II GGRB32H3SLEC01,Winter,2016,Brauen,45,45,5,45,42,43,43,37,42,19,6,
GGRSC,Transportation Geography GGRC12H3SLEC01,Winter,2016,Farber,38,4,4,33,34,36,41,38,35,29,14,
GGRSC,Urban Political Geography GGRC13H3SLEC01,Winter,2016,Buckley,45,46,48,42,43,43,44,32,46,67,27,
GGRSC,Political Ecol Theory  Applic GGRC22H3SLEC01,Winter,2016,Bersaglio,45,47,49,46,46,46,45,31,46,52,34,
GGRSC,Cultural Politics of Envirnmnt GGRC24H3SLEC01,Winter,2016,Ekers,47,48,49,46,47,48,46,33,49,52,21,
GGRSC,The Toronto Region GGRC33H3SLEC30,Winter,2016,Saberi,31,33,29,31,33,27,32,35,27,52,12,
GGRSC,Seminar Topics Human Geography GGRD12H3SLEC01,Winter,2016,Arviv,48,47,48,48,5,48,48,37,45,21,6,
GGRSC,Social Justice and the City GGRD14H3SLEC01,Winter,2016,Tchoukaleyska,43,45,45,42,42,4,42,37,39,24,10,
GGRSC,GIS Research Project GGRD30H3SLEC01,Winter,2016,Brauen,44,41,46,4,44,4,46,4,37,12,7,
GGRSC,GIS and Empirical Reasoning GGRA30H3YLEC30,Summer,2016,Paudel,38,42,41,43,41,41,39,31,4,57,18,
GGRSC,Social Geography GGRB13H3YLEC01,Summer,2016,Stephens,41,39,41,38,39,39,4,31,39,59,17,
GGRSC,The Toronto Region GGRC33H3YLEC01,Summer,2016,Saberi,37,4,4,38,38,36,38,39,34,51,27,
GGRSC,Human Geography Field Trip GGRC54H3YLEC01,Summer,2016,Sorensen,47,47,46,44,46,47,5,33,49,10,7,
GGRSC,Seminar Topics Human Geography GGRD12H3YLEC01,Summer,2016,Frederiksen,44,44,41,48,48,44,45,31,48,15,8,
GGRSC,Canadian Cities and Planning CITB01H3FLEC01,Fall,2016,Allahwala,43,46,46,43,41,43,45,32,44,89,29,
GGRSC,Foundations of City Studies CITB02H3FLEC01,Fall,2016,Allahwala,44,44,46,41,4,42,41,33,42,157,47,
GGRSC,City Politics CITB04H3FLEC01,Fall,2016,Flynn,38,43,43,42,42,38,39,33,38,80,28,
GGRSC,Urban Communities  Neighbour CITC01H3FLEC01,Fall,2016,Allahwala,48,48,49,46,48,45,45,35,45,26,8,
GGRSC,Municipal  Planning Law Ont CITC04H3FLEC30,Fall,2016,Snow,4,41,43,44,43,39,4,33,39,47,17,
GGRSC,Intro to Plan HIS TO Region CITC09H3FLEC01,Fall,2016,White,41,46,43,45,46,41,44,33,41,41,21,
GGRSC,City Studies Workshop II CITD06H3FLEC01,Fall,2016,Swerhun,49,5,5,48,49,49,48,31,5,20,11,
GGRSC,Municipal  Planning Law Ont CITC04H3YLEC30,Summer,2016,Snow,42,45,44,45,47,43,45,33,45,49,13,
GGRSC,Cities  Community Development CITC08H3YLEC01,Summer,2016,Gloger,5,5,5,5,5,5,5,33,47,27,7,
GGRSC,Selected Issues City Studies CITC10H3YLEC01,Summer,2016,Wright,28,31,2,31,29,2,26,33,14,25,8,
GGRSC,Urban Transportation Policy CITC18H3YLEC30,Summer,2016,Cooper,45,43,46,44,48,39,46,4,42,47,13,
GGRSC,Cities and Environments GGRA03H3SLEC01,Winter,2017,Buckley,4,43,45,4,41,39,39,31,42,264,104,
GGRSC,GIS and Empirical Reasoning GGRA30H3SLEC01,Winter,2017,Brauen,3,36,35,35,36,3,31,35,31,153,46,
GGRSC,Environments  EnvironmentalisGGRB21H3SLEC01,Winter,2017,Kepe,4,42,45,39,41,41,39,3,42,107,79,
GGRSC,Geographies of Disease GGRB28H3SLEC01,Winter,2017,Seitz,4,4,41,39,39,36,39,33,38,157,43,
GGRSC,Fundamentals of GIS II GGRB32H3SLEC01,Winter,2017,Brauen,41,43,43,43,38,42,36,32,39,30,9,
GGRSC,Population Geography GGRC02H3SLEC30,Winter,2017,Kovacs,39,42,38,41,41,39,39,3,41,54,15,
GGRSC,Urban Political Geography GGRC13H3SLEC01,Winter,2017,Buckley,4,42,47,42,43,41,43,3,42,59,31,
GGRSC,Cultural Politics of EnvirnmntGGRC24H3SLEC01,Winter,2017,Ekers,44,45,46,44,45,43,43,31,42,36,17,
GGRSC,Qualitative Geographcl MethodsGGRC31H3SLEC01,Winter,2017,Stephens,38,4,41,38,39,37,39,32,37,58,26,
GGRSC,Geographies of Urban Poverty GGRC48H3SLEC30,Winter,2017,Kovacs,41,44,42,42,43,4,43,32,43,82,21,
GGRSC,Social Justice and the City GGRD14H3SLEC01,Winter,2017,Narayanareddy,43,47,45,46,47,44,46,41,46,19,18,
GGRSC,GIS Research Project GGRD30H3SLEC01,Winter,2017,Brauen,41,44,47,43,44,44,44,33,43,14,7,
GGRSC,Social Planning  Commnty DevlCITB03H3SLEC01,Winter,2017,Bunce,36,39,37,37,38,35,37,32,35,115,45,
GGRSC,Economy of Cities CITB08H3SLEC01,Winter,2017,Miron,32,32,31,32,33,27,28,33,26,74,21,
GGRSC,Learning in Community Service CITC02H3SLEC01,Winter,2017,Bunce,45,44,46,46,47,43,44,3,45,20,11,
GGRSC,Real Estate and the City CITC03H3SLEC01,Winter,2017,Miron,41,4,41,38,4,39,42,31,39,42,14,
GGRSC,Real Estate and the City CITC03H3SLEC02,Winter,2017,Miron,3,36,35,35,36,3,35,28,33,28,11,
GGRSC,City Structures  City ChoicesCITC12H3SLEC01,Winter,2017,Flynn,46,48,49,47,46,46,47,34,46,56,14,
GGRSC,Tax  Spend Public Finance CITC15H3SLEC01,Winter,2017,Flynn,43,45,47,46,45,42,44,31,42,52,17,
GGRSC,City Issues and Strategies CITD01H3SLEC01,Winter,2017,Biggar,4,4,43,43,43,4,44,34,4,22,10,
GGRSC,City Studies Workshop I CITD05H3SLEC01,Winter,2017,Ebrahim,44,43,44,39,38,38,44,33,44,28,8,
GGRSC,City Politics CITB04H3FLEC01,Fall,2017,Flynn,43,45,47,43,43,42,42,32,44,109,44,
GGRSC,Economy of Cities CITB08H3FLEC01,Fall,2017,Miron,36,42,34,38,4,33,37,38,32,45,16,
GGRSC,Municipal  Planning Law Ont CITC04H3FLEC30,Fall,2017,Snow,36,4,37,38,39,34,39,32,37,57,21,
GGRSC,Intro to Plan HIS TO Region CITC09H3FLEC01,Fall,2017,White,36,39,35,35,38,34,38,3,35,44,10,
GGRSC,Plan  Governing Metropolis CITC16H3FLEC01,Fall,2017,Zwick,45,45,48,45,45,46,45,3,47,60,30,
GGRSC,City Studies Workshop II CITD06H3FLEC01,Fall,2017,Swerhun,42,48,46,46,44,44,46,34,46,20,5,
GGRSC,Geography of Global Processes GGRA02H3FLEC01,Fall,2017,Ekers,4,42,45,4,41,39,41,32,4,223,99,
GGRSC,Logic of Geographical Thought GGRB02H3FLEC01,Fall,2017,Henry,35,35,36,36,36,33,35,34,33,78,29,
GGRSC,Urban Geography GGRB05H3FLEC01,Fall,2017,Teeple Hopkins,39,41,4,36,37,36,38,33,36,85,40,
GGRSC,Social Geography GGRB13H3FLEC01,Fall,2017,Stephens,41,41,43,4,42,38,39,33,36,49,19,
GGRSC,Political Eco Nature Society GGRB21H3FLEC01,Fall,2017,Kepe,44,45,47,4,43,42,43,29,45,71,58,
GGRSC,Fundamentals of GIS I GGRB30H3FLEC01,Fall,2017,Brauen,39,41,42,39,38,38,39,36,39,42,22,
GGRSC,Advanced GIS GGRC30H3FLEC30,Fall,2017,Paudel,42,43,41,42,46,37,44,36,41,18,12,
GGRSC,Essential Spatial Analysis GGRC32H3FLEC01,Fall,2017,Farber,43,45,47,43,47,42,42,35,45,10,6,
GGRSC,Crowdsourced Urban Geography GGRC34H3FLEC01,Fall,2017,Brauen,42,4,4,4,42,4,46,4,38,11,5,
GGRSC,Environmental Conservation GGRC44H3FLEC01,Fall,2017,Tessaro,41,42,42,42,43,39,42,29,42,78,42,
GGRSC,Local Geogs of Globalization GGRC45H3FLEC01,Fall,2017,Stephens,42,45,45,43,42,41,42,32,41,49,19,
GGRSC,Geographies of Education GGRC50H3FLEC01,Fall,2017,Hunter,46,48,47,45,46,42,46,33,45,40,33,
GGRSC,Feminist Geographies GGRD09H3FLEC01,Fall,2017,Henry,42,45,47,43,42,43,42,37,43,18,6,
GGRSC,Health and Sexuality GGRD10H3FLEC01,Fall,2017,Hunter,42,44,45,41,42,42,44,35,42,18,14,
GGRSC,Research Seminar Urban Spaces GGRD25H3FLEC01,Fall,2017,Teeple Hopkins,4,44,43,42,42,39,39,34,34,20,17,
GGRSC,Cities and Environments GGRA03H3SLEC01,Winter,2018,Buckley,41,44,45,41,41,4,42,32,42,268,60,
GGRSC,GIS and Empirical Reasoning GGRA30H3SLEC01,Winter,2018,Brauen,34,36,36,35,35,34,32,36,32,170,33,
GGRSC,Writing Geography GGRB03H3SLEC01,Winter,2018,ElHadi,42,44,43,41,45,4,43,33,42,44,24,
GGRSC,Geographies of Disease GGRB28H3SLEC01,Winter,2018,Hunter,42,43,45,38,39,39,4,33,4,153,67,
GGRSC,Fundamentals of GIS II GGRB32H3SLEC01,Winter,2018,Brauen,41,41,41,39,43,36,4,34,38,22,8,
GGRSC,Population Geography GGRC02H3SLEC30,Winter,2018,Teeple Hopkins,33,34,3,28,28,26,31,35,23,53,19,
GGRSC,Transportation Geography GGRC12H3SLEC01,Winter,2018,Farber,43,45,43,42,41,43,41,31,44,44,13,
GGRSC,Urban Political Geography GGRC13H3SLEC01,Winter,2018,Buckley,45,42,46,41,4,39,41,33,42,59,22,
GGRSC,Cultural Politics of Envirnmnt GGRC24H3SLEC01,Winter,2018,Ekers,46,44,48,44,45,43,41,3,43,38,24,
GGRSC,Indigenous Environ Knowledges GGRC28H3SLEC01,Winter,2018,Latulippe,47,47,46,43,44,43,47,3,44,16,7,
GGRSC,Qualitative Geographcl Methods GGRC31H3SLEC01,Winter,2018,Stephens,33,38,4,38,4,34,32,3,33,52,21,
GGRSC,Geographies of Urban Poverty GGRC48H3SLEC01,Winter,2018,Teeple Hopkins,41,41,39,37,37,36,41,33,38,56,20,
GGRSC,Land Development  Struggle GGRC49H3SLEC01,Winter,2018,Mollett,37,39,4,39,41,37,34,36,36,32,14,
GGRSC,Social Justice and the City GGRD14H3SLEC01,Winter,2018,Narayanareddy,46,48,47,42,46,42,43,46,37,15,9,
GGRSC,GIS Research Project GGRD30H3SLEC01,Winter,2018,Brauen,43,4,4,43,42,43,47,37,38,15,6,
GGRSC,Canadian Cities and Planning CITB01H3SLEC01,Winter,2018,Allahwala,44,43,45,41,42,4,4,35,42,157,31,
GGRSC,Foundations of City Studies CITB02H3SLEC01,Winter,2018,Allahwala,41,42,44,42,41,41,42,33,41,169,40,
GGRSC,Social Planning  Commnty Devl CITB03H3SLEC01,Winter,2018,Bunce,36,37,36,36,34,32,36,31,35,74,20,
GGRSC,Learning in Community Service CITC02H3SLEC01,Winter,2018,Bunce,49,47,49,46,47,44,44,29,47,15,7,
GGRSC,Real Estate and the City CITC03H3SLEC01,Winter,2018,Miron,4,42,41,4,4,38,41,35,4,40,10,
GGRSC,City Structures  City Choices CITC12H3SLEC01,Winter,2018,Flynn,41,41,43,41,41,39,39,32,42,54,20,
GGRSC,Environmental Planning CITC14H3SLEC30,Winter,2018,Snow,43,43,44,44,45,41,45,3,45,81,24,
GGRSC,Tax  Spend Public Finance CITC15H3SLEC01,Winter,2018,Zwick,43,45,47,43,43,44,43,33,44,70,29,
GGRSC,City Issues and Strategies CITD01H3SLEC01,Winter,2018,ElHadi,42,42,44,44,4,38,38,42,3,8,5,
GGRSC,City Studies Workshop I CITD05H3SLEC01,Winter,2018,Ebrahim,46,44,45,41,42,42,45,29,44,25,13,
GGRSC,GIS and Empirical Reasoning GGRA30H3YLEC30,Summer,2018,Paudel,4,41,42,44,4,39,4,33,4,72,23,
GGRSC,Social Geography GGRB13H3YLEC01,Summer,2018,Stephens,43,45,45,45,45,44,45,31,45,49,15,
GGRSC,Geographies of Disease GGRB28H3YLEC01,Summer,2018,Majeed,41,43,45,41,42,4,4,31,41,62,25,
GGRSC,Geographies of Env Governance GGRC26H3YLEC01,Summer,2018,Hervas,43,44,43,43,43,41,42,29,42,45,12,
GGRSC,Seminar Topics Human Geography GGRD12H3YLEC01,Summer,2018,Konforti,42,45,4,45,45,38,37,3,38,12,6,
GGRSC,Municipal and Planning Toronto CITC04H3YLEC30,Summer,2018,Snow,42,46,43,43,45,4,42,3,44,46,13,
GGRSC,Cities  Community Development CITC08H3YLEC01,Summer,2018,Gloger,44,44,46,45,43,42,41,33,46,27,11,
GGRSC,Plan  Governing Metropolis CITC16H3YLEC01,Summer,2018,Cohen,44,45,47,45,45,44,42,34,45,50,21,
GGRSC,Urban Transportation Policy CITC18H3YLEC30,Summer,2018,Jattan,44,45,43,43,43,38,42,32,43,35,6,
GGRSC,Foundations of City Studies CITB02H3FLEC01,Fall,2018,Farhadi,39,41,42,4,39,37,4,35,39,142,63,
GGRSC,City Politics CITB04H3FLEC01,Fall,2018,Flynn,42,45,48,44,44,41,43,32,43,102,29,
GGRSC,Urban Communities  Neighbour CITC01H3FLEC01,Fall,2018,Allahwala,38,37,38,33,39,32,37,41,33,26,12,
GGRSC,Urban Social Policy CITC07H3FLEC01,Fall,2018,ElHadi,41,43,43,42,42,41,4,32,42,55,18,
GGRSC,Intro to Plan HIS TO Region CITC09H3FLEC01,Fall,2018,White,36,39,38,38,4,33,33,31,34,51,15,
GGRSC,Plan  Governing Metropolis CITC16H3FLEC01,Fall,2018,Perrott,43,43,44,42,43,42,43,34,43,50,18,
GGRSC,Urban Transportation Policy CITC18H3FLEC01,Fall,2018,Miron,42,42,37,41,42,38,4,38,39,28,9,
GGRSC,City Studies Workshop II CITD06H3FLEC01,Fall,2018,Swerhun,47,49,49,47,49,47,49,32,5,24,11,
GGRSC,Issues in City Studies CITD10H3FLEC01,Fall,2018,Sorensen,43,48,41,45,46,4,47,37,42,26,13,
GGRSC,Cities and Environments GGRA03H3FLEC01,Fall,2018,Buckley,4,43,44,4,4,39,39,31,41,255,106,
GGRSC,Logic of Geographical Thought GGRB02H3FLEC01,Fall,2018,ElHadi,4,41,44,38,41,37,37,35,36,51,17,
GGRSC,Urban Geography GGRB05H3FLEC01,Fall,2018,Sorensen,35,35,31,39,36,3,3,32,29,64,12,
GGRSC,Social Geography GGRB13H3FLEC01,Fall,2018,Stephens,37,38,4,39,39,34,37,3,36,57,31,
GGRSC,Political Eco Nature  Society GGRB21H3FLEC01,Fall,2018,Kepe,43,46,47,42,43,43,44,3,46,74,68,
GGRSC,Fundamentals of GIS I GGRB30H3FLEC01,Fall,2018,Brauen,34,34,34,34,34,3,28,36,27,47,16,
GGRSC,Urbanization and Development GGRC10H3FLEC01,Fall,2018,McMillan,43,43,43,44,44,42,44,35,42,53,22,
GGRSC,Geographies of Env Governance GGRC26H3FLEC01,Fall,2018,Ekers,43,44,45,43,43,39,38,4,41,43,20,
GGRSC,Location  Spatial Development GGRC27H3FLEC01,Fall,2018,Miron,44,42,48,42,4,44,42,32,38,8,5,
GGRSC,Advanced GIS GGRC30H3FLEC30,Fall,2018,Paudel,4,4,37,36,38,37,4,35,4,19,11,
GGRSC,Essential Spatial Analysis GGRC32H3FLEC01,Fall,2018,Wessel,35,34,31,35,37,33,36,37,27,18,11,
GGRSC,Crowdsourced Urban Geography GGRC34H3FLEC01,Fall,2018,Brauen,46,46,44,44,46,4,4,34,4,13,5,
GGRSC,Environmental Conservation GGRC44H3FLEC30,Fall,2018,Tessaro,39,4,42,41,42,38,42,29,41,69,52,
GGRSC,Local Geogs of Globalization GGRC45H3FLEC01,Fall,2018,Stephens,4,37,37,41,42,35,44,27,37,20,11,
GGRSC,Geographies of Education GGRC50H3FLEC01,Fall,2018,Hunter,48,48,49,48,5,46,46,31,49,25,20,
GGRSC,Health and Sexuality GGRD10H3FLEC01,Fall,2018,Hunter,48,47,49,47,47,49,45,35,48,20,15,
GGRSC,Canadian Cities and Planning CITB01H3SLEC01,Winter,2019,Allahwala,43,45,47,42,45,42,44,31,43,167,47,
GGRSC,Social Planning  Commnty Devl CITB03H3SLEC01,Winter,2019,Nelischer,42,43,44,43,43,4,43,33,41,105,28,
GGRSC,Economy of Cities CITB08H3SLEC01,Winter,2019,Miron,35,36,39,37,36,35,33,33,33,55,16,
GGRSC,Learning in Community Service CITC02H3SLEC01,Winter,2019,Modlinska,48,48,5,5,48,47,48,35,5,18,6,
GGRSC,Real Estate and the City CITC03H3SLEC01,Winter,2019,Miron,32,36,3,29,31,26,31,36,26,40,10,
GGRSC,City Structures  City Choices CITC12H3SLEC01,Winter,2019,Mihevc,39,39,39,36,36,38,42,29,4,56,16,
GGRSC,Environmental Planning CITC14H3SLEC30,Winter,2019,Snow,45,46,48,46,47,44,45,3,47,58,28,
GGRSC,Tax  Spend Public Finance CITC15H3SLEC01,Winter,2019,Kodolov,34,34,29,38,37,32,35,34,3,47,18,
GGRSC,City Issues and Strategies CITD01H3SLEC01,Winter,2019,Biggar,42,43,45,46,46,45,43,36,43,17,11,
GGRSC,City Studies Workshop I CITD05H3SLEC01,Winter,2019,Ebrahim,45,46,47,43,44,46,46,26,47,24,19,
GGRSC,Geography of Global Processes GGRA02H3SLEC01,Winter,2019,Ekers,4,41,44,41,42,39,41,3,4,194,58,
GGRSC,GIS and Empirical Reasoning GGRA30H3SLEC01,Winter,2019,Xu,32,35,3,34,35,27,27,38,28,182,50,
GGRSC,Writing Geography GGRB03H3SLEC01,Winter,2019,ElHadi,42,42,46,42,43,38,42,38,42,50,13,
GGRSC,Geographies of Disease GGRB28H3SLEC01,Winter,2019,Hunter,43,43,43,38,39,39,42,34,39,148,76,
GGRSC,Fundamentals of GIS II GGRB32H3SLEC01,Winter,2019,Butt,31,34,3,37,39,27,33,33,27,26,7,
GGRSC,Cultural Politics of Envirnmnt GGRC24H3SLEC01,Winter,2019,Ekers,41,41,45,43,44,41,4,32,4,48,23,
GGRSC,Qualitative Geographcl Methods GGRC31H3SLEC01,Winter,2019,Stephens,38,41,45,41,41,4,4,34,4,54,24,
GGRSC,The Toronto Region GGRC33H3SLEC01,Winter,2019,Sorensen,41,45,44,46,45,41,41,34,4,61,19,
GGRSC,Current TopicsHuman Geography GGRC41H3SLEC01,Winter,2019,MacDonald,43,44,44,44,44,41,43,33,41,22,9,
GGRSC,Seminar Topics Human Geography GGRD12H3SLEC01,Winter,2019,Biggar,4,41,41,42,43,39,41,3,39,17,10,
GGRSC,GIS Research Project GGRD30H3SLEC01,Winter,2019,Brauen,41,4,47,43,41,43,43,4,41,14,7,
GGRSC,GIS and Empirical Reasoning GGRA30H3YLEC99,Summer,2020,Paudel,37,4,37,4,4,36,39,3,36,127,29,
GGRSC,Geographies of Disease GGRB28H3YLEC99,Summer,2020,Majeed,38,4,43,38,39,35,4,35,39,127,26,
GGRSC,Land Reform and Development GGRC25H3FLEC99,Summer,2020,Kepe,47,47,43,45,43,42,44,26,45,89,11,
GGRSC,Geographies of Urban Poverty GGRC48H3YLEC99,Summer,2020,Mollett,41,44,4,41,4,38,44,29,39,53,8,
GGRSC,Municipal and Planning Toronto CITC04H3YLEC99,Summer,2020,Snow,37,42,41,42,39,39,41,37,37,83,15,
GGRSC,Selected Issues City Studies CITC10H3YLEC99,Summer,2020,McMillan,45,48,48,46,46,44,46,36,45,86,21,
GGRSC,Plan  Governing Metropolis CITC16H3YLEC99,Summer,2020,March,46,46,48,47,46,44,46,31,44,87,18,
GGRSC,Issues in City Studies CITD10H3YLEC99,Summer,2020,ElHadi,48,5,5,48,5,48,5,3,5,25,5,
GGRSC,Cities and Environments GGRA03H3SLEC01,Winter,2020,Buckley,37,39,43,37,36,34,37,34,33,266,76,
GGRSC,GIS and Empirical Reasoning GGRA30H3SLEC01,Winter,2020,Brauen,37,39,4,38,38,35,37,38,35,186,50,
GGRSC,Fundamentals of GIS II GGRB32H3SLEC01,Winter,2020,Brauen,46,43,45,48,45,41,41,33,38,15,8,
GGRSC,Population Geography GGRC02H3SLEC01,Winter,2020,Arik,38,37,36,39,42,35,36,31,34,49,12,
GGRSC,Urbanization and Development GGRC10H3SLEC01,Winter,2020,Narayanareddy,43,43,42,41,43,39,38,33,41,52,13,
GGRSC,Transportation Geography GGRC12H3SLEC01,Winter,2020,Farber,45,45,48,45,46,44,44,33,43,33,12,
GGRSC,Geographies of Env Governance GGRC26H3SLEC01,Winter,2020,Ekers,43,43,46,43,44,43,43,34,46,53,13,
GGRSC,Indigenous Environ Knowledges GGRC28H3SLEC01,Winter,2020,Latulippe,42,41,42,41,41,38,47,31,39,36,12,
GGRSC,Qualitative Geographcl Methods GGRC31H3SLEC01,Winter,2020,Arik,29,31,3,28,31,27,29,34,29,51,13,
