Department,Division,Course Name,Last Name,Term,Year,INS1,INS2,INS3,INS4,INS5,INS6,APSC001,APSC002,APSC003,APSC004,APSC005,APSC006,APSC007,APSC008,Number Invited,Number Responses,Response Ratio,Course Code
AE1,APSC,APP.SCI.MATERIALS MSE101H1-F-LEC0101,Singh,Summer,2017,3.9,4.4,3.9,4.3,4.3,3.9,4.1,4.7,4.3,4.1,4.1,4.9,4.1,,15,7,47,MSE101H1
AE1,APSC,CALCULUS 2 MAT187H1-F-LEC0101,Burbulla,Summer,2017,3.7,3.9,3.9,4.1,4.1,3.8,4.1,3.7,2.7,3.7,3.6,4.1,3.9,,40,14,35,MAT187H1
AE1,APSC,CALCULUS FOR ENGINEERS I APS162H1-S-LEC0101,Cohen,Summer,2017,4.1,4.3,4.5,4.2,4.2,3.8,4.2,4.3,2.7,4.3,3.1,4.3,4.3,,71,32,45,APS162H1
AE1,APSC,CALCULUS FOR ENGINEERS II APS163H1-F-LEC0101,Cohen,Summer,2017,3.6,3.4,3.8,4,4,3.2,3.6,3.8,1.4,3.2,2.8,3.8,3.8,,16,5,31,APS163H1
AE1,APSC,COMPUTER FUNDAMENTAL APS105H1-F-LEC0101,Korst-Fagundes,Summer,2017,3.8,4.3,4.3,4.3,4.3,4.3,4.5,4.3,3.2,4.5,3.5,4.5,4.3,,22,6,27,APS105H1
AE1,APSC,DYNAMICS MIE100H1-F-LEC0101,Sinclair,Summer,2017,3.8,4.2,4.4,4.1,4.1,3.7,3.9,4.1,3,3.3,3.3,4.2,4.3,,41,10,24,MIE100H1
AE1,APSC,ELECT.FUNDAMENTALS ECE110H1-F-LEC0101,Phang,Summer,2017,3.8,3.9,4.4,3.7,3.8,3.6,3.6,4.3,3,4,2.9,4.5,4.3,,55,14,25,ECE110H1
AE1,APSC,ENG.STRATEGIES  PRACTICE II APS112H1-F-LEC0101,Bazylak,Summer,2017,4.1,4.3,4.7,4.1,4.5,4.1,4.2,4.6,4.4,4.6,4.3,4.6,4.7,,16,11,69,APS112H1
AE1,APSC,ENG.STRATEGIES  PRACTICE II APS112H1-F-LEC0101,Stevenson,Summer,2017,4.1,4.3,4.6,4.1,4.5,4.1,4.2,4.5,4.4,4.5,4.3,4.6,4.6,,16,11,69,APS112H1
AE1,APSC,FUNDAMENT.OF COMPUT. APS106H1-F-LEC0101,Henry,Summer,2017,4.4,4.6,5,4.4,4.5,4.5,4.5,4.9,3.9,4.5,4.4,4.9,4.9,,48,46,96,APS106H1
AE1,APSC,APP. LINEAR ALGEBRA MAT188H1-S-LEC0101,Burbulla,Winter,2017,3.7,4.5,4.4,4.4,4.3,3.9,3.9,3.7,2.8,3.9,3.6,4.1,4.4,,70,19,27,MAT188H1
AE1,APSC,APP.SCI.MATERIALS MSE101H1-S-LEC0101,Lu,Winter,2017,3.4,3.2,2.8,3.1,2.9,2.5,2.9,3.7,2.5,2.9,2.6,2.7,2.6,,87,42,48,MSE101H1
AE1,APSC,APP.SCI.MATERIALS MSE101H1-S-LEC0102,Ruda,Winter,2017,3,3.3,3,3.8,3.5,2.5,2.8,3.3,2.6,2.9,3,2.9,2.8,,80,36,45,MSE101H1
AE1,APSC,CALCULUS 1 MAT186H1-S-LEC0101,Cohen,Winter,2017,4.3,4.4,4.8,4.1,4.1,3.9,4.5,4.5,3.5,4.5,4,4.6,4.5,,27,8,30,MAT186H1
AE1,APSC,CALCULUS 2 MAT187H1-S-LEC0101,Sarquis Aiex Marini Ferreira,Winter,2017,3.6,3.3,3.3,2.9,2.6,2.5,3.5,3.1,1.9,2.9,2.4,3.2,3.1,,80,32,40,MAT187H1
AE1,APSC,CALCULUS 2 MAT187H1-S-LEC0102,Cohen,Winter,2017,3.7,3.3,3.7,2.9,2.5,2.7,3.4,3.6,2.4,3.9,2.6,3.3,3.7,,106,34,32,MAT187H1
AE1,APSC,CALCULUS 2 MAT187H1-S-LEC0103,Fenyes,Winter,2017,3.5,3.1,2.2,2.7,2.4,2.1,3,2.7,2,2.5,2.3,2.4,2.1,,93,41,44,MAT187H1
AE1,APSC,CALCULUS 2 MAT187H1-S-LEC0104,Brando Albino Galvao de Sousa,Winter,2017,4,3.6,3.6,3.2,2.9,2.8,3.6,3.1,2.2,3.1,2.7,3.2,3.4,,63,27,43,MAT187H1
AE1,APSC,CALCULUS 2 MAT187H1-S-LEC0105,Panchenko,Winter,2017,4.4,4.4,4.7,3.8,3.6,3.8,4.1,4.1,3,3.9,3.4,4.4,4.6,,86,42,49,MAT187H1
AE1,APSC,CALCULUS 2 MAT187H1-S-LEC0106,Parsch,Winter,2017,4.2,4.1,4.7,3.5,3.4,3.6,3.9,4.4,2.7,4.2,3.1,4.4,4.6,,110,44,40,MAT187H1
AE1,APSC,CALCULUS 2 MAT187H1-S-LEC0107,Brando Albino Galvao de Sousa,Winter,2017,4,3.8,4,3.2,3.1,3.1,3.7,3.4,2.4,3.3,2.8,3.5,3.8,,118,63,53,MAT187H1
AE1,APSC,CALCULUS 2 MAT187H1-S-LEC0108,Milgram,Winter,2017,3.8,3.6,4.1,2.9,2.7,2.8,3.2,3.7,2.3,3.6,2.3,3.7,3.9,,112,43,38,MAT187H1
AE1,APSC,ORIENTATION TO ENGINEERING APS100H1-F-LEC0101,Stickel,Fall,2016,2.8,3.2,4.2,3,3.2,3.2,3.1,4.2,4.2,4,3,3.8,4.1,,181,83,46,APS100H1
AE1,APSC,ORIENTATION TO ENGINEERING APS100H1-F-LEC0102,Stickel,Fall,2016,3.1,3.4,4.2,3,3.2,3.2,3.3,4.1,4,4,3.2,4,4.2,,182,84,46,APS100H1
AE1,APSC,ORIENTATION TO ENGINEERING APS100H1-F-LEC0103,Stickel,Fall,2016,2.9,3.1,4,3.3,3.3,3.2,3.1,4.1,4,4,3.2,3.8,4,,263,120,46,APS100H1
AE1,APSC,ORIENTATION TO ENGINEERING APS100H1-F-LEC0104,Stickel,Fall,2016,3,3.3,4.5,3,2.9,3.4,3,4.2,4,4.1,3,4.1,4.4,,195,94,48,APS100H1
AE1,APSC,ENG.CHEMISTRY  MATERIALS SCI. APS110H1-F-LEC0101,Ramsay,Fall,2016,4.1,4.1,4.7,3.8,3.9,3.9,3.5,4.5,3.1,3.6,3.5,4.2,4.4,,178,91,51,APS110H1
AE1,APSC,ENG.CHEMISTRY  MATERIALS SCI. APS110H1-F-LEC0102,Bender,Fall,2016,3.6,3.8,3.2,3.6,3.7,3.3,3.3,3.9,2.9,3.1,3.3,3.3,3.1,,190,102,54,APS110H1
AE1,APSC,ENG.STRATEGIES  PRACTICE I APS111H1-F-LEC0101,McCahan,Fall,2016,3,3.4,3.7,3.7,3.6,3,3.4,4,4,3.6,3.4,3.8,3.7,,781,392,50,APS111H1
AE1,APSC,ENG.STRATEGIES  PRACTICE I APS111H1-F-LEC0101,OBrien,Fall,2016,3,3.4,2.9,3.7,3.6,3,3.4,3.7,4,3.2,3.4,3.4,3,,781,392,50,APS111H1
AE1,APSC,ENG.STRATEGIES  PRACTICE I APS111H1-F-LEC0101,Weiss,Fall,2016,3,3.4,3.6,3.7,3.6,3,3.4,3.7,4,3.3,3.4,3.6,3.6,,781,392,50,APS111H1
AE1,APSC,MECHANICS APS160H1-F-LEC0101,Seica,Fall,2016,3.6,3.8,3.4,3.7,3.8,3.2,3.9,3.4,2.9,3.1,3.1,3.9,3.5,,78,34,44,APS160H1
AE1,APSC,CALCULUS FOR ENGINEERS II APS163H1-F-LEC0101,Cohen,Fall,2016,3.9,4.1,3.6,4.2,4.2,3.3,3.9,3.7,2.4,3.8,4.1,3.9,3.8,,35,16,46,APS163H1
AE1,APSC,INTRO CHEM MATLS PERSPECTIVE APS164H1-F-LEC0101,Ramsay,Fall,2016,4.4,4.5,5,4.2,4.2,4.5,4.3,4.6,3.5,4.4,3.7,4.4,4.9,,27,14,52,APS164H1
AE1,APSC,PHYSICAL CHEMISTRY CHE112H1-F-LEC0101,Yaneff,Fall,2016,3.3,3.5,2.8,3.6,3.7,2.9,3.5,2.9,2.4,2.6,3.2,3.5,2.8,,215,93,43,CHE112H1
AE1,APSC,MECHANICS CIV100H1-F-LEC0101,Saxe,Fall,2016,3.8,4.1,3.4,4,3.9,3.3,3.9,3.8,2.7,3,3.4,3.7,3.3,,90,50,56,CIV100H1
AE1,APSC,MECHANICS CIV100H1-F-LEC0102,El-Diraby,Fall,2016,4.3,4.2,4.2,4.1,4,3.8,4.2,4.1,3.2,3.6,3.7,4.3,4.2,,91,54,59,CIV100H1
AE1,APSC,MECHANICS CIV100H1-F-LEC0103,Grasselli,Fall,2016,4,4.2,4.1,4.2,4,3.5,3.9,3.9,2.6,3.7,3.3,4.1,3.9,,91,37,41,CIV100H1
AE1,APSC,MECHANICS CIV100H1-F-LEC0104,Bruun,Fall,2016,4,4.3,4.6,4,3.9,3.9,4.1,4.6,3.5,3.9,3.7,4.6,4.7,,57,55,96,CIV100H1
AE1,APSC,MECHANICS CIV100H1-F-LEC0105,Miglietta,Fall,2016,4.2,4.1,3.9,4.2,4.2,3.9,4.1,3.9,3.4,3.6,4,4.2,4,,85,45,53,CIV100H1
AE1,APSC,MECHANICS CIV100H1-F-LEC0106,Ruggiero,Fall,2016,4.4,4.5,4.7,4.6,4.4,4.4,4.4,4.4,3.1,4,4.3,4.7,4.8,,94,54,57,CIV100H1
AE1,APSC,MECHANICS CIV100H1-F-LEC0107,Ruggiero,Fall,2016,4.2,4.4,4.5,4.3,4.1,4.4,4.4,4.2,3.4,3.9,4,4.5,4.6,,103,58,56,CIV100H1
AE1,APSC,MECHANICS CIV100H1-F-LEC0108,Kamaleddine,Fall,2016,4.1,4.3,3.8,4.4,4.4,3.9,4.2,4.1,3.6,3.6,3.8,4.3,4,,103,53,51,CIV100H1
AE1,APSC,CALCULUS 1 MAT186H1-F-LEC0101,Wilson,Fall,2016,3.7,3.8,4.4,4,3.9,3.7,3.7,4.5,2.7,4.3,3.4,4.5,4.5,,96,53,55,MAT186H1
AE1,APSC,CALCULUS 1 MAT186H1-F-LEC0102,Fenyes,Fall,2016,3.2,3.3,2.4,3.7,3.8,2.8,3.6,4,2.3,3,3.2,2.6,2.5,,74,35,47,MAT186H1
AE1,APSC,CALCULUS 1 MAT186H1-F-LEC0103,Zaman,Fall,2016,4.3,4.4,4.8,4.1,4,4.1,4.2,4.3,2.6,4,3.6,4.6,4.8,,94,43,46,MAT186H1
AE1,APSC,CALCULUS 1 MAT186H1-F-LEC0104,Burbulla,Fall,2016,3.7,4,4.2,4,3.9,3.5,3.8,3.7,2.5,3.7,3.8,4.2,4.1,,69,37,54,MAT186H1
AE1,APSC,CALCULUS 1 MAT186H1-F-LEC0105,Sarquis Aiex Marini Ferreira,Fall,2016,4,4,3.8,4,4,3.6,3.7,3.5,2.6,3.3,3.6,3.9,3.7,,88,39,44,MAT186H1
AE1,APSC,CALCULUS 1 MAT186H1-F-LEC0106,Ebden,Fall,2016,3.7,3.8,3.4,3.8,3.9,3.3,3.8,3.5,2.3,3.4,3.5,3.7,3.3,,105,56,53,MAT186H1
AE1,APSC,CALCULUS 1 MAT186H1-F-LEC0107,Matviichuk,Fall,2016,3.3,3.3,2.4,3.5,3.6,2.7,3.4,2.4,2.2,2.4,3,2.8,2.5,,115,58,50,MAT186H1
AE1,APSC,CALCULUS 1 MAT186H1-F-LEC0108,Shorser,Fall,2016,3.7,3.8,3.9,4,3.9,3.5,3.8,3.6,2.9,3.5,3.6,4.1,3.8,,112,56,50,MAT186H1
AE1,APSC,APP. LINEAR ALGEBRA MAT188H1-F-LEC0101,Uppal,Fall,2016,3.8,3.9,3.7,3.6,3.6,3.3,3.5,2.7,1.7,2.6,2.8,3.7,3.6,,105,61,58,MAT188H1
AE1,APSC,APP. LINEAR ALGEBRA MAT188H1-F-LEC0102,Palasciano,Fall,2016,3.6,3.5,2.6,3.3,3.1,2.6,3.3,2.5,1.6,2.6,2.4,2.9,2.7,,79,44,56,MAT188H1
AE1,APSC,APP. LINEAR ALGEBRA MAT188H1-F-LEC0103,Burbulla,Fall,2016,3.8,3.8,4,3.5,3.4,3,3.4,3.5,1.9,3.5,3,4,3.9,,91,48,53,MAT188H1
AE1,APSC,APP. LINEAR ALGEBRA MAT188H1-F-LEC0104,Lopez,Fall,2016,3.1,2.9,2.9,2.6,2.7,2.4,2.9,2.4,1.7,2.6,2.3,3,2.7,,72,46,64,MAT188H1
AE1,APSC,APP. LINEAR ALGEBRA MAT188H1-F-LEC0105,Fusca,Fall,2016,3.9,3.7,2.7,3.5,3.7,2.8,3.6,2.4,1.8,2.6,3.2,3,2.7,,88,48,55,MAT188H1
AE1,APSC,APP. LINEAR ALGEBRA MAT188H1-F-LEC0106,Schachter,Fall,2016,3.8,3.7,3.8,3.5,3.6,3.2,3.6,3,1.9,3.2,2.9,4,3.8,,120,65,54,MAT188H1
AE1,APSC,APP. LINEAR ALGEBRA MAT188H1-F-LEC0107,Cohen,Fall,2016,3.9,3.8,3.2,3.5,3.4,2.9,3.6,3.1,2.1,3.8,2.8,3.5,3.3,,118,66,56,MAT188H1
AE1,APSC,APP. LINEAR ALGEBRA MAT188H1-F-LEC0108,Pugh,Fall,2016,3.8,3.8,4.4,3.5,3.5,3.3,3.5,3.6,2.2,3.4,2.9,4.2,4.2,,125,78,62,MAT188H1
AE1,APSC,APP.SCI.MATERIALS MSE101H1-F-LEC0101,Hostetter,Fall,2016,3.8,4,3.8,3.9,3.9,3.7,3.6,3.7,3.2,3,3.5,3.9,3.8,,99,49,49,MSE101H1
AE1,APSC,APP.SCI.MATERIALS MSE101H1-F-LEC0101,Ramsay,Fall,2016,3.8,4,4.6,3.9,3.9,3.7,3.6,4.2,3.2,3.5,3.5,4.3,4.5,,99,49,49,MSE101H1
AE1,APSC,APP.SCI.MATERIALS MSE101H1-F-LEC0102,Ramsay,Fall,2016,4.3,4.3,4.7,4.1,4.2,4.2,3.9,4.5,3.4,3.9,3.9,4.4,4.6,,127,71,56,MSE101H1
AE1,APSC,COMPUTER FUNDAMENTAL APS105H1-S-LEC0101,Stumm,Winter,2017,4.2,4.4,4.4,4.3,4.2,4,4,4.2,2.8,3.4,3.5,4.4,4.4,,91,38,42,APS105H1
AE1,APSC,COMPUTER FUNDAMENTAL APS105H1-S-LEC0102,Li,Winter,2017,4.2,4.3,4,4.3,4.2,3.8,4.2,3.7,2.7,3,3.6,4.2,4,,75,33,44,APS105H1
AE1,APSC,COMPUTER FUNDAMENTAL APS105H1-S-LEC0103,Rose,Winter,2017,4.5,4.5,4.7,4.6,4.6,4.5,4.5,4.6,3.7,4.3,4,4.7,4.7,,99,42,42,APS105H1
AE1,APSC,COMPUTER FUNDAMENTAL APS105H1-S-LEC0104,Rose,Winter,2017,4.5,4.6,4.8,4.6,4.5,4.4,4.3,4.6,3.4,4.2,4.1,4.8,4.7,,104,46,44,APS105H1
AE1,APSC,CONCEPT IN CHEMICAL ENGINEER. CHE113H1-S-LEC0101,Norval,Winter,2017,4,4.3,4.5,3.9,3.9,4,4.2,4.7,4.4,4.7,3.8,4.5,4.5,,107,49,46,CHE113H1
AE1,APSC,DYNAMICS MIE100H1-S-LEC0101,Young,Winter,2017,3.9,4.2,4.5,3.7,3.7,3.8,4,3.5,2.5,3.4,3.4,4.3,4.4,,97,42,43,MIE100H1
AE1,APSC,DYNAMICS MIE100H1-S-LEC0102,Sinclair,Winter,2017,4.1,4.1,4.3,3.9,3.9,3.8,4.1,3.7,2.9,3.6,3.5,3.9,4.2,,85,19,22,MIE100H1
AE1,APSC,DYNAMICS MIE100H1-S-LEC0103,You,Winter,2017,3.8,3.7,3,3.5,3.4,3,3.4,3,2.7,2.9,3.1,3.4,3.1,,96,32,33,MIE100H1
AE1,APSC,DYNAMICS MIE100H1-S-LEC0104,Sinclair,Winter,2017,4,3.8,4.4,3.6,3.7,3.6,4,4.6,3.7,4.1,3.5,4.5,4.4,,100,40,40,MIE100H1
AE1,APSC,DYNAMICS MIE100H1-S-LEC0105,Sinclair,Winter,2017,4.6,4.3,4.6,4.1,4,4,4.2,4.9,4,4.3,3.7,4.4,4.6,,61,27,44,MIE100H1
AE1,APSC,DYNAMICS MIE100H1-S-LEC0106,Sullivan,Winter,2017,4.2,4.2,2.8,3.7,3.7,3.4,4,3.4,2.9,3.1,3.5,3.4,2.9,,83,32,39,MIE100H1
AE1,APSC,EARTH SYSTEMS SCIENCE CME185H1-S-LEC0101,Peterson,Winter,2017,3.5,3.7,4.1,4.1,4.1,3.4,3.4,4.5,4.2,3.7,3.7,3.6,3.9,,101,38,38,CME185H1
AE1,APSC,ELECT.FUNDAMENTALS ECE110H1-S-LEC0101,Truong,Winter,2017,3.3,3.4,2.5,3.3,3.5,2.5,3.3,2.9,2.1,2.4,2.8,3.2,2.5,,108,35,32,ECE110H1
AE1,APSC,ELECT.FUNDAMENTALS ECE110H1-S-LEC0102,Helmy,Winter,2017,3.3,3.4,2.7,3.2,3.4,2.5,3.2,2.7,2.2,2.7,2.7,3.3,2.8,,94,28,30,ECE110H1
AE1,APSC,ELECT.FUNDAMENTALS ECE110H1-S-LEC0103,Mojahedi,Winter,2017,4.1,4.2,4.4,3.9,3.8,3.9,3.9,3.9,2.9,3.7,3.6,4.2,4.4,,105,37,35,ECE110H1
AE1,APSC,ELECT.FUNDAMENTALS ECE110H1-S-LEC0104,Bardakjian,Winter,2017,3.8,3.7,2.5,3.7,3.8,2.7,3.4,3.5,2.8,2.7,2.9,3,2.4,,109,41,38,ECE110H1
AE1,APSC,ELECT.FUNDAMENTALS ECE110H1-S-LEC0105,Aitchison,Winter,2017,3.8,4,3.9,3.9,3.8,3.6,3.7,3.5,2.6,3.6,3,3.9,4,,89,32,36,ECE110H1
AE1,APSC,ELECT.FUNDAMENTALS ECE110H1-S-LEC0106,Yoo,Winter,2017,3.4,3.3,2.8,3.5,3.6,2.7,3.3,3.1,2.4,2.7,3,3,2.5,,98,51,52,ECE110H1
AE1,APSC,ENG.STRATEGIES  PRACTICE APS113Y1-Y-LEC0101,Anderson,Winter,2017,3.6,3.9,3.8,4,4.1,3.3,3.8,4,3.8,3.6,3.9,3.9,3.7,,14,11,79,APS113Y1
AE1,APSC,ENG.STRATEGIES  PRACTICE APS113Y1-Y-LEC0101,Edwards,Winter,2017,3.6,3.9,4,4,4.1,3.3,3.8,3.9,3.8,3.7,3.9,3.8,3.8,,14,11,79,APS113Y1
AE1,APSC,ENG.STRATEGIES  PRACTICE APS113Y1-Y-LEC0101,Weiss,Winter,2017,3.6,3.9,4.6,4,4.1,3.3,3.8,4.3,3.8,3.8,3.9,4.3,4.5,,14,11,79,APS113Y1
AE1,APSC,ENG.STRATEGIES  PRACTICE I APS111H1-S-LEC0101,Bazylak,Winter,2017,3.7,4.1,4.4,3.9,3.8,3.8,4,4.1,4,3.9,3.8,3.7,4,,15,9,60,APS111H1
AE1,APSC,ENG.STRATEGIES  PRACTICE I APS111H1-S-LEC0101,Cioni,Winter,2017,3.7,4.1,4.4,3.9,3.8,3.8,4,4.1,4,3.8,3.8,4,3.8,,15,9,60,APS111H1
AE1,APSC,ENG.STRATEGIES  PRACTICE II APS112H1-S-LEC0101,Anderson,Winter,2017,3.1,3.3,3,3.4,3.3,2.9,3.3,3.2,3.7,3,3,3.1,3,,785,363,46,APS112H1
AE1,APSC,ENG.STRATEGIES  PRACTICE II APS112H1-S-LEC0101,Edwards,Winter,2017,3.1,3.3,3.4,3.4,3.3,2.9,3.3,3.6,3.7,3.2,3,3.4,3.3,,785,363,46,APS112H1
AE1,APSC,ENG.STRATEGIES  PRACTICE II APS112H1-S-LEC0101,Weiss,Winter,2017,3.1,3.3,3.7,3.4,3.3,2.9,3.3,3.5,3.7,3.2,3,3.6,3.6,,785,363,46,APS112H1
AE1,APSC,FUNDAMENT.OF COMPUT. APS106H1-S-LEC0101,Castrucci,Winter,2017,3.8,3.7,3.4,3.3,3.3,3,3.7,3.6,2.5,3.6,2.7,3.6,3.2,,96,41,43,APS106H1
AE1,APSC,FUNDAMENT.OF COMPUT. APS106H1-S-LEC0102,Colic,Winter,2017,4,4.1,4,4,3.7,3.7,3.9,4.2,2.9,3.9,3.4,4.2,4,,80,26,33,APS106H1
AE1,APSC,FUNDAMENT.OF COMPUT. APS106H1-S-LEC0103,Beck,Winter,2017,4.2,4.4,4.2,4.2,4,3.8,4.1,4,2.7,3.6,3.6,4.2,4.3,,112,58,52,APS106H1
AE1,APSC,FUNDAMENT.OF COMPUT. APS106H1-S-LEC0104,Rosu,Winter,2017,3.4,3.5,3,3.3,3.4,3,3.6,3.5,2.7,3,2.9,3.3,3,,108,38,35,APS106H1
AE1,APSC,INTRO CHEM MATLS PERSPECTIVE APS164H1-S-LEC0101,Delaviz,Winter,2017,4.1,4.1,3.8,4.3,4.2,4.2,3.9,3.7,3.1,3.4,4.3,4,3.8,,76,16,21,APS164H1
AE1,APSC,INTRO TO MECH. INDUST. ENG. MIE191H1-S-LEC0101,Sullivan,Winter,2017,3.5,3.7,3.6,2.7,2.7,3.6,2.6,4,3.9,3.5,2.4,3.3,3.5,,181,61,34,MIE191H1
AE1,APSC,INTRO.TO ELEC. COMP.ENG./SEM.ECE101H1-S-LEC0101,Anderson,Winter,2017,3.1,3.2,3.1,2.2,2.2,3,2.2,4,3.4,3.5,1.9,3,3.3,,202,64,32,ECE101H1
AE1,APSC,MECHANICS CIV100H1-S-LEC0101,Seica,Winter,2017,3.5,3.5,2.9,3.9,3.9,3.1,3.3,2.9,2.5,2.7,3.7,3.1,2.9,,52,13,25,CIV100H1
AE1,APSC,PHYSICAL CHEMISTRY CHE112H1-S-LEC0101,Yaneff,Winter,2017,2.9,3.1,2.9,3.3,3.6,2.8,3.2,3.2,2.5,2.8,2.7,3.4,2.7,,58,31,53,CHE112H1
AE1,APSC,CALCULUS 2 MAT187H1-F-LEC0101,Burbulla,Summer,2016,4.4,4.4,4.4,4.1,4.4,3.6,4.4,4.2,2.5,3.5,3.8,4.6,4.3,,55,11,20,MAT187H1
AE1,APSC,CALCULUS FOR ENGINEERS II APS163H1-F-LEC0101,Cohen,Summer,2016,3.2,3.2,3.2,3,3.3,2.8,3.3,3.2,2.3,3.3,2.8,3.7,3.3,,26,7,27,APS163H1
AE1,APSC,DYNAMICS MIE100H1-F-LEC0101,Sinclair,Summer,2016,4.3,4.3,4.7,4,3.6,4.1,4.3,4.2,2.8,3.8,3,4.1,4.4,,43,12,28,MIE100H1
AE1,APSC,ENG.STRATEGIES  PRACTICE II APS112H1-F-LEC0101,Bazylak,Summer,2016,3.4,3.8,4.3,3.8,3.6,3.3,3.6,4,4,3.9,3.8,4.1,4.2,,25,12,48,APS112H1
AE1,APSC,ENG.STRATEGIES  PRACTICE II APS112H1-F-LEC0101,Stevenson,Summer,2016,3.4,3.8,4.1,3.8,3.6,3.3,3.6,3.8,4,3.7,3.8,4.2,4.1,,25,12,48,APS112H1
AE1,APSC,FUNDAMENT.OF COMPUT. APS106H1-F-LEC0101,St-Cyr,Summer,2016,4,3.8,4.8,4.3,4.2,3.8,4.2,4.2,3.3,4.2,4,4.7,4.3,,43,7,16,APS106H1
APSC,APSC,CALCULUS 2 MAT187H1-F-LEC0101,Burbulla,Summer,2015,3.6,3.7,3.6,3.5,3.4,3.2,3.4,3.5,2.6,3.5,3,3.7,3.8,,91,21,23,MAT187H1
APSC,APSC,CALCULUS FOR ENGINEERS I  APS162H1-S-LEC0101,Cohen,Summer,2015,4.1,4.3,4.4,3.4,3.6,3.9,4.1,4.3,2.7,3.6,2.5,4.1,4.3,,47,10,21,APS162H1
APSC,APSC,FUNDAMENT.OF COMPUT. APS106H1-F-LEC0101,St-Cyr,Summer,2015,4,4.3,4.5,4.1,4.1,3.8,4,4.3,3.3,3.7,4.1,4.4,4.7,,47,16,34,APS106H1
APSC,APSC,COMPUTER FUNDAMENTAL APS105H1-F-LEC0101,Rose,Fall,2014,4.4,4.5,4.8,4.6,4.4,4.2,4.2,4.5,3.4,4,3.9,4.6,4.7,,93,58,62,APS105H1
APSC,APSC,COMPUTER FUNDAMENTAL APS105H1-F-LEC0102,Rose,Fall,2014,4.3,4.3,4.2,4.3,4.3,3.9,4.2,4.3,3.1,3.9,3.8,4.4,4.2,,92,50,54,APS105H1
APSC,APSC,COMPUTER FUNDAMENTAL APS105H1-F-LEC0103,Li,Fall,2014,4.3,4.2,4.1,4.2,4.1,3.9,4.1,4,3.1,3.6,3.8,4,4.1,,89,49,55,APS105H1
APSC,APSC,COMPUTER FUNDAMENTAL APS105H1-F-LEC0104,Shokrollah-Timorabadi,Fall,2014,4.5,4.3,4.7,4.3,4.1,4.2,4.1,4.1,2.9,4,3.9,4.5,4.7,,82,49,60,APS105H1
APSC,APSC,COMPUTER FUNDAMENTAL APS105H1-F-LEC0105,Wang,Fall,2014,4,3.9,3.5,4,4,3.5,3.9,3.4,2.7,3.1,3.7,3.9,3.6,,81,36,44,APS105H1
APSC,APSC,ENG.STRATEGIES  PRACTICE I APS111H1-F-LEC0101,McCahan,Fall,2014,3,3.2,3.4,3.3,3.2,2.8,3.2,3.7,3.6,3.3,3.1,3.5,3.4,,928,670,72,APS111H1
APSC,APSC,ENG.STRATEGIES  PRACTICE I APS111H1-F-LEC0101,OBrien,Fall,2014,3,3.2,3.1,3.3,3.2,2.8,3.2,3.5,3.6,3.1,3.1,3.3,3.1,,928,670,72,APS111H1
APSC,APSC,ENG.STRATEGIES  PRACTICE I APS111H1-F-LEC0101,Stevenson,Fall,2014,3,3.2,3.6,3.3,3.2,2.8,3.2,3.6,3.6,3.3,3.1,3.5,3.5,,928,670,72,APS111H1
APSC,APSC,ETHICS IN ENGINEERING APS150H1-F-TUT0101,McAlary,Fall,2014,2.7,3.2,3.4,3.1,3.2,3,2.7,3.7,3.8,3.4,2.6,3.9,3.5,,1041,359,34,APS150H1
APSC,APSC,MECHANICS APS160H1-F-LEC0101,Seica,Fall,2014,3.9,4.1,3.7,4.2,4.1,3.6,3.9,3.6,3.2,3.1,3.6,3.8,3.7,,27,13,48,APS160H1
APSC,APSC,CALCULUS WITH ENG. APPL. II APS163H1-F-LEC0101,Cohen,Fall,2014,4.3,4.4,4.5,4.2,4.2,4.2,4.3,4.6,3.1,4.3,3.7,4.3,4.6,,26,19,73,APS163H1
APSC,APSC,PHYSICAL CHEMISTRY CHE112H1-F-LEC0101,Yaneff,Fall,2014,3.6,3.6,3.4,3.7,3.7,3.3,3.5,3.3,2.7,2.9,3.2,3.6,3.4,,268,106,40,CHE112H1
APSC,APSC,INTRO.TO MATERIALS  CHEMISTRY APS104H1-S-LEC0101,Azimi,Winter,2015,3.7,4,4,3.5,3.4,3.4,3.3,3.8,2.3,3.3,3.1,4.2,4.1,,122,34,28,APS104H1
APSC,APSC,INTRO.TO MATERIALS  CHEMISTRY APS104H1-S-LEC0102,Chin,Winter,2015,3.2,3.2,3.1,3.3,3.1,2.7,3.1,3.1,2.6,3.1,3,3.2,3.2,,111,23,21,APS104H1
APSC,APSC,INTRO.TO MATERIALS  CHEMISTRY APS104H1-S-LEC0103,Mirkovic,Winter,2015,3.3,3.3,3.9,3.2,3.2,3.1,3.1,3.8,2.9,3.5,3.5,4,3.9,,118,22,19,APS104H1
APSC,APSC,INTRO.TO MATERIALS  CHEMISTRY APS104H1-S-LEC0104,Nogami,Winter,2015,3.7,3.4,3.4,3.3,3.3,2.9,3.3,3.9,3.3,3.6,3.3,3.6,3.5,,104,20,19,APS104H1
APSC,APSC,COMPUTER FUNDAMENTAL APS105H1-S-LEC0101,Korst-Fagundes,Winter,2015,3.8,4.1,4.1,3.9,3.8,4.3,4.3,4.4,3.4,4.3,3.9,4.1,4.3,,43,8,19,APS105H1
