Department,Division,Course Name,Last Name,Term,Year,INS1,INS2,INS3,INS4,INS5,INS6,APSC001,APSC002,APSC003,APSC004,APSC005,APSC006,APSC007,APSC008,Number Invited,Number Responses,Response Ratio,Course Code
MIE,APSC,STATIS. DESIGN OF EXPERIMENTS MIE237H1-S-LEC0101,Donmez,Winter,2018,3.7,4,3.8,3.9,3.9,3.5,3.6,3.7,3.4,3.6,3.6,3.9,3.8,,94,33,35,MIE237H1
MIE,APSC,PRODUCT DESIGN MIE540H1-S-LEC0101,Nacson,Winter,2018,4.3,4.4,4.6,4.5,4.4,4.3,4.2,4.6,4.3,4.1,4,4.5,4.5,,74,28,38,MIE540H1
MIE,APSC,MECH.OF SOLIDS I MIE222H1-S-LEC0101,Meguid,Winter,2018,4,4.2,3.7,4,3.9,3.6,4.1,4.3,3.7,3.7,3.8,4.2,4,,183,32,17,MIE222H1
MIE,APSC,MECH. OF SOLIDS II MIE320H1-S-LEC0101,Da Silva Maciel,Winter,2018,4.6,4.6,5,4.6,4.5,4.4,4.6,4.6,3.6,4.4,4.2,4.8,4.8,,81,27,33,MIE320H1
MIE,APSC,MANUFACTURING ENGINEERING MIE221H1-S-LEC0101,Park,Winter,2018,3.5,4.1,3.5,3.8,3.6,3.5,3.3,4,3.4,3.3,3.1,3.9,3.5,,179,29,16,MIE221H1
MIE,APSC,KNOWLEDGE MODELLING  MANAGE. MIE457H1-S-LEC0101,Gruninger,Winter,2018,4.4,4.6,4.6,4.4,4.4,4.5,4.4,4.5,3.7,4.4,4.2,4.5,4.9,,49,14,29,MIE457H1
MIE,APSC,MECHATRONICS SYSDESIGNINTEG MIE443H1-S-LEC0101,Nejat,Winter,2018,3.3,3.1,3.6,3.5,3.4,3,3.2,3.8,3.2,3.2,2.9,3.6,3.6,,106,34,32,MIE443H1
MIE,APSC,MEMS DESIGN  MICROFABRICATION MIE506H1-S-LEC0101,Chen,Winter,2018,4.6,5,4.4,4.8,4.5,4.9,4.4,4.6,4,4.4,4.8,4.9,4.9,,21,9,43,MIE506H1
MIE,APSC,MET.OF QUAL.CONT.IMP MIE364H1-S-LEC0101,Makis,Winter,2018,2.5,3,2.4,3.3,3.2,2.2,2.8,3.1,2.4,2.4,2.6,3.1,2.3,,128,43,34,MIE364H1
MIE,APSC,MICRO/NANO ROBOTICS MIE505H1-S-LEC0101,Diller,Winter,2018,4.5,4.3,4.4,4.2,4.2,4,4.2,4.6,3.1,4.3,3.8,4.3,4.4,,15,10,67,MIE505H1
MIE,APSC,MICROPROCESSOR APPL. MIE438H1-S-LEC0101,Youssefi,Winter,2018,3.8,4.2,4.2,4.1,4.1,3.8,3.8,4.3,2.8,3.8,3.5,4.2,4.2,,105,43,41,MIE438H1
MIE,APSC,Intro to Quality Control MIE304H1-S-LEC0101,Frances,Winter,2018,3.8,4,3.9,3.9,4,3.7,3.9,4.2,2.6,3.4,2.8,4.3,4.1,,47,21,45,MIE304H1
MIE,APSC,PHYSIOLOGICAL CONTROL SYSTEMS MIE331H1-S-LEC0101,Zariffa,Winter,2018,4,4,3.4,3.1,3.5,3.2,3.4,3.9,2.9,3.1,2.9,3.4,3.4,,80,18,23,MIE331H1
MIE,APSC,NUMERICAL METHODS I MIE334H1-S-LEC0101,Filleter,Winter,2018,3.7,4.1,4,4.2,4.1,3.7,4.1,4.1,2.8,4.1,3.7,4.1,4.1,,203,39,19,MIE334H1
MIE,APSC,OPERAT. RESEARCH II STOCH. OR MIE263H1-S-LEC0101,Kaw,Winter,2018,4.5,4.7,4.8,4.6,4.5,4.5,4.4,4.4,3.7,4.2,4.3,4.8,4.8,,96,51,53,MIE263H1
MIE,APSC,OPERATIONAL RES.I MIE262H1-S-LEC0101,Aleman,Winter,2018,4,4.4,4.1,4,3.9,3.7,4.2,4.1,3.1,3.7,3.3,4,3.9,,98,90,92,MIE262H1
MIE,APSC,MATERIALS SCIENCE MIE270H1-F-LEC0101,Kesler,Fall,2019,3.5,4.2,2.9,3.5,3.7,3.1,3.1,3.8,3.2,2.9,2.8,3.5,2.6,,96,21,22,MIE270H1
MIE,APSC,MATERIALS SCIENCE MIE270H1-F-LEC0102,Kesler,Fall,2019,4.1,4.1,3.2,3.7,3.7,3.3,3.8,3.8,3.7,3.6,3.4,3.6,3.1,,87,19,22,MIE270H1
MIE,APSC,ENGINEER.ECONOMICS ACCOUNTING MIE258H1-F-LEC0101,Ketabi,Fall,2019,3.4,3.6,1.8,3.4,3.5,2.9,3.2,2.2,3,1.9,2.8,2.4,1.8,,239,78,33,MIE258H1
MIE,APSC,ENGINEER.ECONOMICS ACCOUNTING MIE258H1-F-LEC0102,Ketabi,Fall,2019,3.6,3.9,2.2,3.8,3.8,3.2,3.5,2.3,3,2.2,3,2.7,2.2,,89,28,31,MIE258H1
MIE,APSC,MECHANICAL ENGINEERING DESIGN MIE243H1-F-LEC0101,Mackay,Fall,2019,3.7,4.1,3.9,3.7,3.6,3.4,3.8,4.7,3.5,3.9,2.9,4.2,4.2,,187,43,23,MIE243H1
MIE,APSC,FINANCIAL ENGINEERING APS502H1-F-LEC0101,Kwon,Fall,2019,4.2,4.3,4.3,4,4.2,4.1,4.1,4.1,3.3,3.8,3.5,4.4,4.2,,106,32,30,APS502H1
MIE,APSC,CIR.WITH APPL.TO MECH.ENG.SYS. MIE342H1-F-LEC0101,Liu,Fall,2019,4.2,4.3,4.1,4.3,4.2,3.7,4,4.3,3,4,3.9,4.4,4.2,,84,29,35,MIE342H1
MIE,APSC,CIR.WITH APPL.TO MECH.ENG.SYS. MIE342H1-F-LEC0102,Liu,Fall,2019,4.1,4.1,4.2,3.8,4,3.7,3.9,3.9,2.9,4,3.5,4.3,4,,77,20,26,MIE342H1
MIE,APSC,DES.ANA.OF INFO.SYS MIE350H1-F-LEC0101,Gruninger,Fall,2019,4,4.2,4.1,3.6,3.7,3.6,4,4.2,3.7,4,3.6,4.2,4.3,,109,25,23,MIE350H1
MIE,APSC,APP. FLUID MECHANICS MIE414H1-F-LEC0101,Guenther,Fall,2019,3.4,3.8,4.1,3.5,3.3,3.4,3.5,4.1,3.6,4,2.9,3.3,3.6,,26,8,31,MIE414H1
MIE,APSC,KINE.DYNAM.OF MACH. MIE301H1-F-LEC0101,Diller,Fall,2019,4.4,4.6,4.6,4.4,4.2,4.2,4.4,4.7,3.8,4.1,3.9,4.4,4.6,,162,53,33,MIE301H1
MIE,APSC,DECISION ANALYSIS MIE566H1-F-LEC0101,Frances,Fall,2019,4.4,4.6,4.3,3.9,3.9,4,4.4,4.4,4.1,4.2,3.7,4.3,4.3,,37,15,41,MIE566H1
MIE,APSC,OPERATIONS RESEARCH III MIE365H1-F-LEC0101,Frances,Fall,2019,4.6,4.7,4.5,4.3,4.3,4,4.6,4.4,4.4,4.5,4.2,4.4,4.3,,34,11,32,MIE365H1
MIE,APSC,ERGO.DES.OF INFO.SYS MIE344H1-F-LEC0101,Chignell,Fall,2019,4,4.3,4,4.1,4.2,3.7,4.2,4.5,3.8,4.1,3.8,4.3,4,,60,18,30,MIE344H1
MIE,APSC,PSYCHOLOGY FOR ENGINEERS MIE242H1-F-LEC0101,Chignell,Fall,2019,3.9,4,3.9,4,3.9,3.6,3,4.1,3.8,3.4,3.3,3.8,3.7,,120,23,19,MIE242H1
MIE,APSC,INTEGRATED SYSTEM DESIGN MIE463H1-F-LEC0101,Burlton,Fall,2019,2.2,2.3,2.5,2.8,2.8,2,2.2,2.9,2.1,2.1,2,2.5,2.3,,118,51,43,MIE463H1
MIE,APSC,FLUID MECHANICS I MIE312H1-F-LEC0101,Bussmann,Fall,2019,4.3,4.3,4.5,4.1,3.9,3.9,4.2,4.3,3.4,4.1,3.5,4.4,4.6,,89,43,48,MIE312H1
MIE,APSC,FLUID MECHANICS I MIE312H1-F-LEC0102,Bussmann,Fall,2019,4,4.3,4.8,4.2,3.9,3.8,4.1,4.3,3.2,4,3.7,4.5,4.7,,66,32,48,MIE312H1
MIE,APSC,ANALYTICS IN ACTION MIE368H1-F-LEC0101,Chan,Fall,2019,4.6,4.6,4.6,4.2,4,4.3,4.6,4.9,4.2,4.2,3.6,4.3,4.7,,97,47,48,MIE368H1
MIE,APSC,MACHINE INTEL. CAPSTONE DESIGN MIE429H1-F-TUT0101,Chan,Fall,2019,3.2,2.6,4.8,3.2,3.4,3.2,4,4.4,3.4,3.4,4,4.2,4.2,,12,5,42,MIE429H1
MIE,APSC,SCHEDULING MIE562H1-F-LEC0101,Beck,Fall,2019,4.5,4.8,4.8,4.3,3.9,4.5,4.6,4.7,3.8,4.3,4.2,4.7,4.8,,23,17,74,MIE562H1
MIE,APSC,MATERIALS SCIENCE MIE270H1-F-LEC0101,Azhari,Fall,2019,3.5,4.2,3.8,3.5,3.7,3.1,3.1,4.1,3.2,3.1,2.8,3.8,3.8,,96,21,22,MIE270H1
MIE,APSC,MATERIALS SCIENCE MIE270H1-F-LEC0102,Azhari,Fall,2019,4.1,4.1,3.9,3.7,3.7,3.3,3.8,4.4,3.7,4.2,3.4,4.1,4.2,,87,19,22,MIE270H1
MIE,APSC,HVAC Fundamentals MIE507H1-S-LEC0101,Windisch,Winter,2020,4.5,4.6,4.6,4.6,4.7,4.5,4.2,4.7,4.3,4.5,4.5,4.7,4.7,,39,11,28,MIE507H1
MIE,APSC,OPERAT. RESEARCH II STOCH. OR MIE263H1-S-LEC0101,Lam,Winter,2020,4.4,4.5,4.6,4.6,4.6,4.3,4.5,4.5,3.6,4.4,4.4,4.7,4.6,,117,56,48,MIE263H1
MIE,APSC,RELIAB. MAINTAINABILITY ENG. MIE469H1-S-LEC0101,Lam,Winter,2020,4.5,4.5,4.7,4.6,4.6,4.5,4.4,4.5,3.9,4.4,4.5,4.7,4.6,,65,21,32,MIE469H1
MIE,APSC,PROBABILITY MIE236H1-F-LEC0101,Makis,Fall,2019,3.7,3.7,2.7,4.2,4,2.8,3.7,3.3,2.7,2.8,3.6,3.7,2.7,,127,27,21,MIE236H1
MIE,APSC,ENG. PSYCHOLOGY  HUMAN PERFOR MIE523H1-F-LEC0101,Milgram,Fall,2019,4.2,4.4,4.5,4.2,4.3,4.1,3.8,4.5,3.8,4,4.2,4.4,4.4,,24,19,79,MIE523H1
MIE,APSC,ENGINEERING ANALYSIS MIE230H1-F-LEC0101,Mostaghimi,Fall,2019,4,3.9,4,4.1,4,3.7,3.9,3.7,2,3.5,3.4,4.1,3.8,,98,32,33,MIE230H1
MIE,APSC,ENGINEERING ANALYSIS MIE230H1-F-LEC0102,Mostaghimi,Fall,2019,4,3.6,3.2,3.9,4.2,3.1,3.5,3.1,2.1,3.2,3.2,3.3,3.1,,85,27,32,MIE230H1
MIE,APSC,FLUID MECHANICS I MIE312H1-F-LEC0101,Rahmatmand,Fall,2019,4.3,4.3,4.2,4.1,3.9,3.9,4.2,4.5,3.4,4.2,3.5,4.1,4.1,,89,43,48,MIE312H1
MIE,APSC,FLUID MECHANICS I MIE312H1-F-LEC0102,Rahmatmand,Fall,2019,4,4.3,3.5,4.2,3.9,3.8,4.1,4.1,3.2,3.5,3.7,3.9,3.3,,66,32,48,MIE312H1
MIE,APSC,ENGINEER.ECONOMICS ACCOUNTING MIE258H1-F-LEC0101,Sinclair,Fall,2019,3.4,3.6,4.3,3.4,3.5,2.9,3.2,4.1,3,3.4,2.8,4.1,4.2,,239,78,33,MIE258H1
MIE,APSC,ENGINEER.ECONOMICS ACCOUNTING MIE258H1-F-LEC0102,Sinclair,Fall,2019,3.6,3.9,4.4,3.8,3.8,3.2,3.5,4.1,3,3.2,3,4.2,4.3,,89,28,31,MIE258H1
MIE,APSC,MACHINE DESIGN MIE442H1-F-LEC0101,Spelt,Fall,2019,4.2,4.4,3.9,3.9,4.1,3.8,3.9,4.4,3.4,3.9,3.6,4.1,4,,71,18,25,MIE442H1
MIE,APSC,MODEL W/ DIFF  DIFF EQNS MAT231H1-F-LEC0101,Sourisseau,Fall,2019,3.7,3.6,4,3.7,3.4,3.2,3.7,3.8,2.4,4.1,3.2,3.6,3.6,,112,27,24,MAT231H1
MIE,APSC,FUND. OF OBJECT ORIENTED PROG. MIE250H1-F-LEC0101,Rosu,Fall,2019,3.3,3.1,2.3,3.7,3.3,2.5,3.2,2.5,2.3,3,3,2.9,2.3,,118,30,25,MIE250H1
MIE,APSC,DECISION SUPPORT SYS MIE451H1-F-LEC0101,Sanner,Fall,2019,4.4,4.5,4.4,4.2,4.1,4.1,4.2,4.8,3.6,4.4,3.8,4.2,4.1,,30,18,60,MIE451H1
MIE,APSC,SYS.MODELLING  SIM. MIE360H1-F-LEC0101,Sarhangian,Fall,2019,4,3.9,4,3.8,3.7,3.5,3.7,4.3,3.2,3.7,3.4,4.2,4,,137,56,41,MIE360H1
MIE,APSC,BIOTRANSPORT PHENOMENA MIE520H1-F-LEC0101,You,Fall,2019,3.2,2.9,3.3,2.2,2.3,2.1,2.4,3.4,1.7,2.7,1.7,3.2,2.9,,36,26,72,MIE520H1
MIE,APSC,Fluids of Biological Systems MIE508H1-F-LEC0101,Young,Fall,2019,5,5,5,4.8,4.7,4.8,4.7,5,3.7,5,4.7,5,5,,6,6,100,MIE508H1
MIE,APSC,ADV.MOMENTUM HEAT  MASS TRAN MIE550H1-S-LEC0101,Samareh Abolhassani,Winter,2018,4.2,4.2,4.5,4,4,4.2,4.2,4,4,4,4.2,4,4.2,,13,6,46,MIE550H1
MIE,APSC,ADVANCED MANUFACTURING TECH. MIE519H1-S-LEC0101,Naguib,Winter,2018,4.1,4,4.1,3.8,3.9,3.9,3.6,4.4,3.6,3.9,3.6,4.1,4.1,,108,41,38,MIE519H1
MIE,APSC,ANALYTICS IN ACTION MIE465H1-S-LEC0101,Chan,Winter,2018,4.4,4.3,4.5,4.2,4.2,4.3,4.5,4.9,3.8,4.3,3.9,4.6,4.7,,98,33,34,MIE465H1
MIE,APSC,ALGORITHMS  NUMERICAL METHODS MIE335H1-S-LEC0101,Bodur,Winter,2018,3.6,3.8,3.9,3.4,3.4,3.3,3.6,3.6,2.8,3.3,3.2,3.9,3.7,,122,60,49,MIE335H1
MIE,APSC,ANAL.DIGITAL ELECTR.FOR MECH. MIE346H1-S-LEC0101,Liu,Winter,2018,3.7,3.7,3,3.8,3.7,2.7,3.5,3.2,2.5,3.1,2.8,3.5,3,,174,40,23,MIE346H1
MIE,APSC,INDUST.ERGO. WORKPL MIE343H1-F-LEC0101,White,Fall,2019,3.6,3.9,3.9,4,3.7,3.4,3.3,4.4,4.4,3.8,3.5,4.2,4,,129,26,20,MIE343H1
MIE,APSC,ALTERNATIVE ENERGY SYSTEMS MIE515H1-F-TUT0101,Wallace,Fall,2019,3.9,4.5,4.1,4.1,4.1,3.7,3.8,4.6,4.4,3.6,3.7,4.5,4.2,,123,24,20,MIE515H1
MIE,APSC,CONTROL SYSTEMS I MIE404H1-F-LEC0101,Taghipour,Fall,2019,4.2,4.5,4.6,4.5,4.5,4.3,4.3,4.5,3.7,4.2,4.3,4.7,4.7,,163,32,20,MIE404H1
MIE,APSC,COMBUSTION AND FUELS MIE516H1-F-LEC0101,Thomson,Fall,2019,4.4,4.6,4.6,4.6,4.6,4.1,4.5,4.7,4.3,4.1,3.7,4.5,4.6,,27,11,41,MIE516H1
MMS,APSC,ENV. DEGRADATION OF MATERIALS MSE415H1-F-LEC0101,Thorpe,Fall,2019,4.6,4.7,4.8,4.6,4.4,4.5,4.4,4.9,4.6,4.4,4.4,4.6,4.7,,39,21,54,MSE415H1
MMS,APSC,FRACTURE AND FAILURE ANALYSIS MSE419H1-F-LEC0101,Zou,Fall,2019,3.9,4,3.4,3.7,3.3,3.3,3.6,4,2.8,3.6,3.1,3.4,3.2,,24,13,54,MSE419H1
MMS,APSC,MECH.BEHAV.OF MATER. MSE316H1-F-LEC0101,Zou,Fall,2019,4.2,4.4,4.1,4.1,4.2,4.1,3.9,4.6,3.1,4,3.9,4.4,4.2,,43,18,42,MSE316H1
MMS,APSC,ELECTRONIC MATERIALS MSE430H1-F-LEC0101,Ruda,Fall,2019,4.6,3.8,4,3,3.4,4,4,3.6,2.8,3,2.8,4,3.8,,9,5,56,MSE430H1
MMS,APSC,INTRO TO BIOMATERIALS MSE343H1-F-LEC0101,Sone,Fall,2019,4.7,4.8,4.7,4,4.4,4.2,3.8,4.7,3.7,3.8,3.7,4.3,4.8,,15,10,67,MSE343H1
MMS,APSC,COMPUTATIONAL MATERIALS DESIGN MSE438H1-F-LEC0101,Singh,Fall,2019,4.1,4.4,4,4,3.9,3.7,4,4.7,2.4,3.9,3.9,3.9,4.1,,10,7,70,MSE438H1
MMS,APSC,STRUC. CHARACTERIZATION MATS. MSE219H1-F-LEC0101,Perovic,Fall,2019,3.9,3.8,3.5,4,3.9,3.2,3.4,4.4,3.4,3.7,3.2,4.1,3.6,,51,26,51,MSE219H1
MMS,APSC,CALCULUS  DIFF EQU MAT294H1-F-LEC0101,Parsch,Fall,2019,4.5,4.3,4.7,3.9,3.8,4,4.1,4.4,3.1,4.2,3.5,4.4,4.6,,43,20,47,MAT294H1
MMS,APSC,Thermodynamics II MSE302H1-F-LEC0101,Barati Sedeh,Fall,2019,3.6,3.9,3.9,3.5,3.7,3.2,3.4,4.4,3.3,3.6,2.9,4,3.8,,43,17,40,MSE302H1
MMS,APSC,THERMODYNAMICS I MSE202H1-F-LEC0101,Chattopadhyay,Fall,2019,3.6,3.6,3.6,3.8,3.7,3.2,3.5,3.7,2.8,3.3,3.3,3.7,3.3,,49,19,39,MSE202H1
MMS,APSC,SYNTHESIS OF NANOSTRUCT. MTRLS MSE459H1-F-LEC0101,Erb,Fall,2019,4.3,4.3,4.4,3.4,3.7,3.8,3.8,4.8,4.3,4.5,3.1,4,4.4,,27,16,59,MSE459H1
MMS,APSC,HEAT  MASS TRANS. MTRLS.PROC. MSE332H1-F-LEC0101,Coyle,Fall,2019,3.4,3.6,2.9,3.4,3.4,2.7,3.2,3.1,2,2.9,3.1,3.5,2.8,,44,32,73,MSE332H1
MMS,APSC,EMERGING APPS IN BIOMATERIALS MSE440H1-F-LEC0101,Hatton,Fall,2019,4.4,4.8,4.4,4.4,4.2,4.6,4,5,4.6,4.2,4,4.6,4.6,,10,5,50,MSE440H1
MMS,APSC,ORGANIC MATERIAL CHEM.  PROP. MSE245H1-S-LEC0101,Yaneff,Winter,2018,3.6,3.6,2.6,3.4,3.7,2.7,3.1,3.6,3.3,2.8,3.3,3.3,2.6,,36,12,33,MSE245H1
MMS,APSC,PHASE TRANSFORMATIONS MSE318H1-S-LEC0101,Hibbard,Winter,2018,4.4,4.5,4.7,4.3,4.1,4.4,4.2,4.5,3.3,4.4,4.3,4.6,4.4,,48,16,33,MSE318H1
MMS,APSC,PROC.SIMULATION COMPUTER DES. MSE455H1-S-LEC0101,Chattopadhyay,Winter,2018,4.8,5,4.6,4.4,4.4,3.8,4.4,5,3.2,4.6,4.6,4.6,4.4,,6,5,83,MSE455H1
MMS,APSC,MACROMOLECULAR MATERIALS ENG. MSE432H1-S-LEC0101,Shi,Winter,2018,4.3,4.1,3.8,3.3,2.9,3.5,3.4,4.5,3.4,3.7,3.1,3.9,3.6,,42,11,26,MSE432H1
MMS,APSC,Mat. Manufactur  Design Lab MSE398H1-S-LEC0101,Hatton,Winter,2018,3.6,3.7,3.6,3.7,3.6,3.2,3.6,4.4,2.9,3.8,3.3,3.6,3.6,,41,12,29,MSE398H1
MMS,APSC,Mat. Manufactur  Design Lab MSE398H1-S-LEC0101,Ramsay,Winter,2018,3.6,3.7,3.9,3.7,3.6,3.2,3.6,3.9,2.9,3.8,3.3,3.6,3.6,,41,12,29,MSE398H1
MMS,APSC,MAT.SCI. ENGINEER. MSE222H1-S-LEC0101,Naguib,Winter,2018,4.1,4.1,4.1,3.4,3.7,3.8,3.9,4.4,2.9,3.6,3.3,4.6,4.3,,35,16,46,MSE222H1
MMS,APSC,MATERIALS PHYSICS MSE335H1-S-LEC0101,Ruda,Winter,2018,3.8,3.9,3.4,4.3,4.1,3.2,3.4,3.6,2.4,3.1,3.8,3.7,3.2,,54,17,31,MSE335H1
MMS,APSC,Materials Production MSE355H1-S-LEC0101,Barati Sedeh,Winter,2018,3.1,3.5,3.3,3.3,3.1,2.8,3.3,4.1,3.8,3.3,3.1,3.5,3.2,,46,15,33,MSE355H1
MMS,APSC,MINERAL PROCESSING MSE301H1-S-LEC0101,Bobicki,Winter,2018,4.1,4.3,4.3,4,3.9,4.1,3.6,4.5,3.8,3.6,3.9,4.5,4.4,,17,8,47,MSE301H1
MMS,APSC,MINERAL PROCESSING MSE301H1-S-LEC0101,Elliott,Winter,2018,4.1,4.3,4.6,4,3.9,4.1,3.6,4.6,3.8,4,3.9,4.6,4.6,,17,8,47,MSE301H1
MMS,APSC,BIOMATERIAL PROCESSING  PROP. MSE440H1-F-LEC0101,Hatton,Fall,2017,4.1,4.5,3.8,3.9,3.8,3.8,3.5,4.5,3.5,3,3.8,3.4,3.8,,25,8,32,MSE440H1
MMS,APSC,BIOMATERIALS MSE343H1-F-LEC0101,Sone,Fall,2017,4,4.4,4.4,4.1,4,3.7,3.4,4.8,3.6,3.8,3.7,4.3,4,,11,9,82,MSE343H1
MMS,APSC,ENG.STATS  NUMERICAL METHODS MSE238H1-S-LEC0101,Nogami,Winter,2018,3.8,4.3,4.1,4.1,4.3,3.8,4.3,4.3,3.3,4.2,3.8,4.4,4.3,,35,12,34,MSE238H1
MMS,APSC,FORENSIC ENGINEERING MSE431H1-S-LEC0101,Perovic,Winter,2018,3.9,4.4,3.8,3.7,4,3.6,3.9,4.6,4.2,3.9,2.6,3.9,3.7,,43,14,33,MSE431H1
MMS,APSC,DESIGN  SIM. OF MTRLS. PROC. MSE351H1-S-LEC0101,Singh,Winter,2018,4.4,4.5,4.3,4.3,4.4,4.1,4.2,4.8,3.8,4.6,4.2,4.4,4.6,,49,16,33,MSE351H1
MMS,APSC,DIFFUSION AND KINETICS MSE217H1-S-LEC0101,Azimi,Winter,2018,4.1,4.3,4.5,4,4.1,3.9,3.9,4.6,3.3,4.2,3.8,4.3,4.2,,36,13,36,MSE217H1
MMS,APSC,Communications MSE298H1-S-LEC0101,Tallman,Winter,2018,3.6,3.6,4.2,4.1,4.3,3.6,2.9,4.1,2.8,3.8,3.8,4.2,4.3,,34,12,35,MSE298H1
MMS,APSC,PROFESSIONAL ETHICS  PRACTICE MSE490H1-F-LEC0101,Matsuura,Fall,2017,3.5,3.8,4.2,3.7,3.7,3.5,3.2,3.9,4.2,3.3,3.3,4.1,4.1,,44,21,48,MSE490H1
MMS,APSC,PLANT DESIGNMATERIALS PRO.IND MSE450H1-F-LEC0101,Wheeler,Fall,2017,2.6,2.9,2.6,2.3,2.3,2.1,2.7,2.8,2.6,2.2,2.4,2.4,2,,41,20,49,MSE450H1
MMS,APSC,PLANT DESIGNMATERIALS PRO.IND MSE450H1-F-LEC0101,Young,Fall,2017,2.6,2.9,2.8,2.3,2.3,2.1,2.7,3,2.6,2.3,2.4,2.6,2.4,,41,20,49,MSE450H1
MMS,APSC,SYNTHESIS OF NANOSTRUCT. MTRLS MSE459H1-F-LEC0101,Erb,Fall,2017,4.3,4.5,4.7,4.4,4.4,4.2,4.1,4.6,3.7,4.6,4.2,4.4,4.5,,23,10,43,MSE459H1
MMS,APSC,THERMODYNAMICS I MSE202H1-F-LEC0101,Chattopadhyay,Fall,2017,3.1,2.6,3,2.9,2.8,2.2,2.9,3.8,2.3,2.9,2.8,3.3,2.8,,56,29,52,MSE202H1
MMS,APSC,Thermodynamics II MSE302H1-F-LEC0101,Mostaghel,Fall,2017,1.9,1.9,2.2,2,2.3,1.4,1.8,2.9,2.1,2,2.1,2.1,2.2,,43,28,65,MSE302H1
MMS,APSC,STRUC. CHARACTERIZATION MATS. MSE219H1-F-LEC0101,Perovic,Fall,2017,4.1,4.1,4,3.8,3.7,3.6,3.6,4.6,3.3,3.8,3.5,3.9,4,,50,35,70,MSE219H1
MMS,APSC,COMMUNICATIONS I MSE290H1-S-LEC0101,Tallman,Winter,2017,3.1,3.9,4.2,3.8,4.2,3.6,3.2,4.1,2.9,3.5,4.3,4.2,4.1,,42,18,43,MSE290H1
MMS,APSC,CALCULUS  DIFF EQU MAT294H1-F-LEC0101,Parsch,Fall,2017,4.6,4.8,4.9,4.7,4.8,4.8,4.6,4.7,3.6,4.8,4.5,4.9,4.9,,40,35,88,MAT294H1
MMS,APSC,COMMUNICATIONS II MSE390H1-F-LEC0101,Tallman,Fall,2017,2.9,2.9,3.2,3,3,2.7,2.5,3.3,2.5,3.1,3.1,3.9,3.5,,44,17,39,MSE390H1
MMS,APSC,Communications MSE298H1-F-LEC0101,Tallman,Fall,2017,2.9,3.5,4,4,4,3.5,2.7,3.7,2.6,3.2,3.9,4.2,3.8,,37,22,59,MSE298H1
MMS,APSC,ELECTRONIC MATERIALS MSE430H1-F-LEC0101,Ruda,Fall,2017,4.8,4.5,4.8,4.5,4.7,4.8,4,4.7,1.5,2.5,3.8,4,4.3,,16,6,38,MSE430H1
MMS,APSC,FRACTURE AND FAILURE ANALYSIS MSE419H1-F-LEC0101,Wang,Fall,2017,4.4,4.6,4.4,4.2,4.2,4.2,4.2,4.7,3.7,4.5,3.5,4.7,4.5,,34,18,53,MSE419H1
MMS,APSC,INORGANIC MAT.CHEM.PROCESSING MSE244H1-F-LEC0101,Lian,Fall,2017,4,4.3,4,4,4.1,3.7,3.7,4.8,4.1,4.3,3.7,3.9,4,,37,25,68,MSE244H1
MMS,APSC,HEAT  MASS TRANS. MTRLS.PROC. MSE332H1-F-LEC0101,Coyle,Fall,2017,3.8,3.9,3.6,3.9,3.7,3.4,3.8,3.6,2.6,3.5,3.3,3.9,3.7,,43,27,63,MSE332H1
MMS,APSC,MATERIALS SELECTION  DESIGNII MSE401H1-F-LEC0101,Barati Sedeh,Fall,2017,3.6,4.1,4,4.1,3.9,3.6,4.2,4.1,4,3.9,3.7,3.9,3.8,,47,22,47,MSE401H1
MMS,APSC,MECH.BEHAV.OF MATER. MSE316H1-F-LEC0101,Hibbard,Fall,2017,4.5,4.7,4.8,4.6,4.5,4.6,4.3,4.8,3.8,4.6,4.1,4.7,4.7,,54,29,54,MSE316H1
MMS,APSC,CALCULUS  DIFF EQU MAT294H1-F-LEC0101,Parsch,Fall,2016,4.4,4.6,4.9,4.5,4.3,4.3,4.3,4.6,2.7,4.3,4.2,4.7,4.9,,43,26,60,MAT294H1
MMS,APSC,THERMODYNAMICS MSE202H1-F-LEC0101,Chattopadhyay,Fall,2016,3.7,3.9,3.9,3.7,3.6,3.5,3.7,4,3.2,3.7,3.5,4.2,3.8,,63,29,46,MSE202H1
MMS,APSC,STRUC. CHARACTERIZATION MATS. MSE219H1-F-LEC0101,Perovic,Fall,2016,4,4.4,3.8,3.8,3.6,3.5,3.6,4.4,3.4,3.9,3.9,3.9,3.5,,51,24,47,MSE219H1
MMS,APSC,INORGANIC MAT.CHEM.PROCESSING MSE244H1-F-LEC0101,Lian,Fall,2016,4,4.1,3.8,4.1,3.9,3.6,3.7,4.6,4.1,4,3.6,3.9,3.9,,42,23,55,MSE244H1
MMS,APSC,PHASE TRANSFORMATIONS MSE318H1-F-LEC0101,Hibbard,Fall,2016,3.7,4.2,4.3,3,3.2,3.5,3.6,4.4,3.8,4.3,3,4.5,4.2,,49,10,20,MSE318H1
MMS,APSC,HEAT  MASS TRANS. MTRLS.PROC. MSE332H1-F-LEC0101,Coyle,Fall,2016,2.9,3.5,2.9,3.7,3.7,2.9,3.6,3.5,2.4,3.2,3,3.9,3,,48,13,27,MSE332H1
